Council,DEA,Elected,Name,Party,FirstPrefs,PartyGrouped,Category,DataCategory
Fermanagh and Omagh,Omagh,Y,Josephine Deehan* ‡,SDLP,946,SDLP,Nationalist,2014 Votes
Fermanagh and Omagh,Omagh,Y,Sorcha McAnespy* ‡,Sinn Féin,932,SF,Nationalist,2014 Votes
Fermanagh and Omagh,Omagh,Y,Errol Thompson*,DUP,644,DUP,Unionist,2014 Votes
Fermanagh and Omagh,Omagh,Y,Chris Smyth*,UUP,681,UUP,Unionist,2014 Votes
Fermanagh and Omagh,Omagh,Y,Joanne Donnelly ‡,SDLP,435,SDLP,Nationalist,2014 Votes
Fermanagh and Omagh,Omagh,Y,Marty McColgan*,Sinn Féin,742,SF,Nationalist,2014 Votes
Fermanagh and Omagh,Omagh,,Catherine Kelly,Sinn Féin,556,SF,Nationalist,2014 Votes
Fermanagh and Omagh,Omagh,,Adele Crawford,DUP,545,DUP,Unionist,2014 Votes
Fermanagh and Omagh,Omagh,,Eric Bullick,Alliance,376,AP,Other,2014 Votes
Fermanagh and Omagh,Omagh,,Gabrielle McAleer,Independent,84,Independent,Other,2014 Votes
Fermanagh and Omagh,West Tyrone,Y,Glenn Campbell*,Sinn Féin,1595,SF,Nationalist,2014 Votes
Fermanagh and Omagh,West Tyrone,Y,Allan Rainey*,UUP,1297,UUP,Unionist,2014 Votes
Fermanagh and Omagh,West Tyrone,Y,Frankie Donnelly*,Sinn Féin,1038,SF,Nationalist,2014 Votes
Fermanagh and Omagh,West Tyrone,Y,Mark Buchanan,DUP,916,DUP,Unionist,2014 Votes
Fermanagh and Omagh,West Tyrone,Y,Mary Garrity,SDLP,784,SDLP,Nationalist,2014 Votes
Fermanagh and Omagh,West Tyrone,Y,Stephen McCann,Sinn Féin,650,SF,Nationalist,2014 Votes
Fermanagh and Omagh,West Tyrone,,Elaine Thompson*,DUP,540,DUP,Unionist,2014 Votes
Fermanagh and Omagh,West Tyrone,,Cathal Lynch,SDLP,400,SDLP,Nationalist,2014 Votes
Fermanagh and Omagh,West Tyrone,,Stephen Donnelly,Alliance,173,AP,Other,2014 Votes
Fermanagh and Omagh,West Tyrone,,Susan-Anne White,Independent,67,Independent,Other,2014 Votes
Lisburn and Castlereagh,Castlereagh East,Y,Tommy Jeffers*,DUP,881,DUP,Unionist,2014 Votes
Lisburn and Castlereagh,Castlereagh East,Y,Tim Morrow*,Alliance,521,AP,Other,2014 Votes
Lisburn and Castlereagh,Castlereagh East,Y,David Drysdale*,DUP,823,DUP,Unionist,2014 Votes
Lisburn and Castlereagh,Castlereagh East,Y,Andrew Girvin,TUV,683,TUV,Unionist,2014 Votes
Lisburn and Castlereagh,Castlereagh East,Y,Sharon Skillen*,DUP,787,DUP,Unionist,2014 Votes
Lisburn and Castlereagh,Castlereagh East,Y,Hazel Legge,UUP,580,UUP,Unionist,2014 Votes
Lisburn and Castlereagh,Castlereagh East,,Lynda Spratt,DUP,700,DUP,Unionist,2014 Votes
Lisburn and Castlereagh,Castlereagh East,,Martin Gregg*,Green,442,GP,Other,2014 Votes
Lisburn and Castlereagh,Castlereagh East,,Izzy Giles,PUP,492,PUP,Unionist,2014 Votes
Lisburn and Castlereagh,Castlereagh East,,Stephen Donnan,Alliance,301,AP,Other,2014 Votes
Lisburn and Castlereagh,Castlereagh East,,Mark Devenney,NI21,241,NI21,Unionist,2014 Votes
Lisburn and Castlereagh,Castlereagh East,,Robert Campbell,Independent,75,Independent,Other,2014 Votes
Lisburn and Castlereagh,Castlereagh East,,Sandra Wilson,Independent,61,Independent,Other,2014 Votes
Lisburn and Castlereagh,Castlereagh South,Y,Geraldine Rice* ‡,Alliance,1221,AP,Other,2014 Votes
Lisburn and Castlereagh,Castlereagh South,Y,John Gallen,SDLP,964,SDLP,Nationalist,2014 Votes
Lisburn and Castlereagh,Castlereagh South,Y,Nathan Anderson,DUP,942,DUP,Unionist,2014 Votes
Lisburn and Castlereagh,Castlereagh South,Y,Michael Henderson*,UUP,902,UUP,Unionist,2014 Votes
Lisburn and Castlereagh,Castlereagh South,Y,Ben Mallon,DUP,499,DUP,Unionist,2014 Votes
Lisburn and Castlereagh,Castlereagh South,Y,Vasundhara Kamble* ‡‡,Alliance,669,AP,Other,2014 Votes
Lisburn and Castlereagh,Castlereagh South,Y,Brian Hanvey*,SDLP,876,SDLP,Nationalist,2014 Votes
Lisburn and Castlereagh,Castlereagh South,,Nuala Toman,Sinn Féin,803,SF,Nationalist,2014 Votes
Lisburn and Castlereagh,Castlereagh South,,Wallace Douglas,TUV,520,TUV,Unionist,2014 Votes
Lisburn and Castlereagh,Castlereagh South,,Vikki Nelson*,DUP,359,DUP,Unionist,2014 Votes
Lisburn and Castlereagh,Castlereagh South,,Elizabeth McCord,NI21,290,NI21,Unionist,2014 Votes
Lisburn and Castlereagh,Castlereagh South,,Adam Murray,NI21,69,NI21,Unionist,2014 Votes
Lisburn and Castlereagh,Downshire East,Y,Luke Poots*,DUP,1245,DUP,Unionist,2014 Votes
Lisburn and Castlereagh,Downshire East,Y,Uel Mackin*,DUP,734,DUP,Unionist,2014 Votes
Lisburn and Castlereagh,Downshire East,Y,James Baird*,UUP,734,UUP,Unionist,2014 Votes
Lisburn and Castlereagh,Downshire East,Y,Janet Gray,DUP,480,DUP,Unionist,2014 Votes
Lisburn and Castlereagh,Downshire East,Y,Aaron McIntyre,Alliance,691,AP,Other,2014 Votes
Lisburn and Castlereagh,Downshire East,,Christina Dobson,NI21,426,NI21,Unionist,2014 Votes
Lisburn and Castlereagh,Downshire East,,Tom Mateer,TUV,413,TUV,Unionist,2014 Votes
Lisburn and Castlereagh,Downshire East,,Alex Swan,UUP,432,UUP,Unionist,2014 Votes
Lisburn and Castlereagh,Downshire East,,Roy Young*,DUP,371,DUP,Unionist,2014 Votes
Lisburn and Castlereagh,Downshire East,,Glenn Wilson,NI21,271,NI21,Unionist,2014 Votes
Lisburn and Castlereagh,Downshire East,,Peter Lindsay,UKIP,199,UKIP,Unionist,2014 Votes
Lisburn and Castlereagh,Downshire West,Y,Jim Dillon*,UUP,912,UUP,Unionist,2014 Votes
Lisburn and Castlereagh,Downshire West,Y,Allan Ewart*,DUP,880,DUP,Unionist,2014 Votes
Lisburn and Castlereagh,Downshire West,Y,John Palmer* ‡,DUP,768,DUP,Unionist,2014 Votes
Lisburn and Castlereagh,Downshire West,Y,Alexander Redpath*†,UUP,671,UUP,Unionist,2014 Votes
Lisburn and Castlereagh,Downshire West,Y,Owen Gawith,Alliance,493,AP,Other,2014 Votes
Lisburn and Castlereagh,Downshire West,,Neil Johnston,Conservatives,376,Conservatives,Unionist,2014 Votes
Lisburn and Castlereagh,Downshire West,,Jonny Miller,TUV,335,TUV,Unionist,2014 Votes
Lisburn and Castlereagh,Downshire West,,Roger Duncan,NI21,206,NI21,Unionist,2014 Votes
Lisburn and Castlereagh,Downshire West,,Colin Preen,DUP,347,DUP,Unionist,2014 Votes
Lisburn and Castlereagh,Downshire West,,Rebecca McBride,UKIP,286,UKIP,Unionist,2014 Votes
Lisburn and Castlereagh,Downshire West,,Dee French,SDLP,231,SDLP,Nationalist,2014 Votes
Lisburn and Castlereagh,Downshire West,,Neil McNickle,NI21,148,NI21,Unionist,2014 Votes
Lisburn and Castlereagh,Downshire West,,Luke Robinson,Green,119,GP,Other,2014 Votes
Lisburn and Castlereagh,Killultagh,Y,Thomas Beckett*,DUP,1216,DUP,Unionist,2014 Votes
Lisburn and Castlereagh,Killultagh,Y,Robbie Butler†,UUP,1180,UUP,Unionist,2014 Votes
Lisburn and Castlereagh,Killultagh,Y,Pat Catney*†,SDLP,698,SDLP,Nationalist,2014 Votes
Lisburn and Castlereagh,Killultagh,Y,William Leathem,DUP,809,DUP,Unionist,2014 Votes
Lisburn and Castlereagh,Killultagh,Y,James Tinsley*,DUP,864,DUP,Unionist,2014 Votes
Lisburn and Castlereagh,Killultagh,,Mary Quinn,Sinn Féin,854,SF,Nationalist,2014 Votes
Lisburn and Castlereagh,Killultagh,,Jonnie McCrea,Alliance,455,AP,Other,2014 Votes
Lisburn and Castlereagh,Killultagh,,David Honeyford,NI21,399,NI21,Unionist,2014 Votes
Lisburn and Castlereagh,Lisburn North,Y,Brian Bloomfield*,UUP,1026,UUP,Unionist,2014 Votes
Lisburn and Castlereagh,Lisburn North,Y,Stephen Martin*,Alliance,711,AP,Other,2014 Votes
Lisburn and Castlereagh,Lisburn North,Y,Scott Carson*,DUP,684,DUP,Unionist,2014 Votes
Lisburn and Castlereagh,Lisburn North,Y,Margaret Tolerton*,DUP,735,DUP,Unionist,2014 Votes
Lisburn and Castlereagh,Lisburn North,Y,Johnny McCarthy ‡‡,NI21,329,NI21,Unionist,2014 Votes
Lisburn and Castlereagh,Lisburn North,Y,Jenny Palmer* ‡†,DUP,534,DUP,Unionist,2014 Votes
Lisburn and Castlereagh,Lisburn North,,Yvonne Craig*,DUP,526,DUP,Unionist,2014 Votes
Lisburn and Castlereagh,Lisburn North,,Jacqui McGeough,Sinn Féin,493,SF,Nationalist,2014 Votes
Lisburn and Castlereagh,Lisburn North,,Alan Love,UKIP,339,UKIP,Unionist,2014 Votes
Lisburn and Castlereagh,Lisburn North,,Nicola Turtle,SDLP,466,SDLP,Nationalist,2014 Votes
Lisburn and Castlereagh,Lisburn North,,John McCall,TUV,300,TUV,Unionist,2014 Votes
Lisburn and Castlereagh,Lisburn North,,Colin McCord,NI21,237,NI21,Unionist,2014 Votes
Lisburn and Castlereagh,Lisburn North,,Matt Brennan,PUP,203,PUP,Unionist,2014 Votes
Lisburn and Castlereagh,Lisburn North,,Jonny Orr,Independent,33,Independent,Other,2014 Votes
Lisburn and Castlereagh,Lisburn South,Y,Tim Mitchell,UUP,874,UUP,Unionist,2014 Votes
Lisburn and Castlereagh,Lisburn South,Y,Alan Givan,DUP,813,DUP,Unionist,2014 Votes
Lisburn and Castlereagh,Lisburn South,Y,Andrew Ewing*,DUP,696,DUP,Unionist,2014 Votes
Lisburn and Castlereagh,Lisburn South,Y,Paul Porter*,DUP,768,DUP,Unionist,2014 Votes
Lisburn and Castlereagh,Lisburn South,Y,Rhoda Walker,DUP,565,DUP,Unionist,2014 Votes
Lisburn and Castlereagh,Lisburn South,Y,Amanda Grehan,Alliance,430,AP,Other,2014 Votes
Lisburn and Castlereagh,Lisburn South,,David Cairns,NI21,442,NI21,Unionist,2014 Votes
Lisburn and Castlereagh,Lisburn South,,Alan Carlisle*,DUP,494,DUP,Unionist,2014 Votes
Lisburn and Castlereagh,Lisburn South,,Andrew Moore,TUV,469,TUV,Unionist,2014 Votes
Lisburn and Castlereagh,Lisburn South,,Conor Quinn,SDLP,423,SDLP,Nationalist,2014 Votes
Lisburn and Castlereagh,Lisburn South,,James McMurray,Green,138,GP,Other,2014 Votes
Lisburn and Castlereagh,Lisburn South,,Andrew Doran,NI21,115,NI21,Unionist,2014 Votes
Mid and East Antrim,Ballymena,Y,James Henry*,Independent,1042,Independent,Other,2014 Votes
Mid and East Antrim,Ballymena,Y,Declan O'Loan*,SDLP,635,SDLP,Nationalist,2014 Votes
Mid and East Antrim,Ballymena,Y,Audrey Wales*,DUP,598,DUP,Unionist,2014 Votes
Mid and East Antrim,Ballymena,Y,Donna Anderson ‡,TUV,738,TUV,Unionist,2014 Votes
Mid and East Antrim,Ballymena,Y,John Carson*,DUP,582,DUP,Unionist,2014 Votes
Mid and East Antrim,Ballymena,Y,Stephen Nicholl,UUP,381,UUP,Unionist,2014 Votes
Mid and East Antrim,Ballymena,Y,Reuben Glover,DUP,427,DUP,Unionist,2014 Votes
Mid and East Antrim,Ballymena,,Marian Maguire,Sinn Féin,477,SF,Nationalist,2014 Votes
Mid and East Antrim,Ballymena,,Jayne Dunlop*,Alliance,310,AP,Other,2014 Votes
Mid and East Antrim,Ballymena,,Matthew Armstrong,TUV,377,TUV,Unionist,2014 Votes
Mid and East Antrim,Ballymena,,David McCartney,DUP,332,DUP,Unionist,2014 Votes
Mid and East Antrim,Ballymena,,Eugene Reid,SDLP,289,SDLP,Nationalist,2014 Votes
Mid and East Antrim,Ballymena,,Richard Marshall,NI21,211,NI21,Unionist,2014 Votes
Mid and East Antrim,Ballymena,,Rodney Quigley,Independent,176,Independent,Other,2014 Votes
Mid and East Antrim,Bannside,Y,Timothy Gaston*,TUV,1212,TUV,Unionist,2014 Votes
Mid and East Antrim,Bannside,Y,Patrice Hardy,Sinn Féin,1035,SF,Nationalist,2014 Votes
Mid and East Antrim,Bannside,Y,Tommy Nicholl*,DUP,777,DUP,Unionist,2014 Votes
Mid and East Antrim,Bannside,Y,Billy Henry*,DUP,601,DUP,Unionist,2014 Votes
Mid and East Antrim,Bannside,Y,Stewart McDonald,TUV,951,TUV,Unionist,2014 Votes
Mid and East Antrim,Bannside,Y,William McNeilly*,UUP,867,UUP,Unionist,2014 Votes
Mid and East Antrim,Bannside,,Andrew Wright,UUP,668,UUP,Unionist,2014 Votes
Mid and East Antrim,Bannside,,Thomas Gordon,DUP,673,DUP,Unionist,2014 Votes
Mid and East Antrim,Bannside,,Phil Moffatt,DUP,582,DUP,Unionist,2014 Votes
Mid and East Antrim,Bannside,,Philip Burnside,Alliance,450,AP,Other,2014 Votes
Mid and East Antrim,Braid,Y,Beth Clyde*,DUP,865,DUP,Unionist,2014 Votes
Mid and East Antrim,Braid,Y,William McCaughey*,DUP,932,DUP,Unionist,2014 Votes
Mid and East Antrim,Braid,Y,Brian Collins,TUV,912,TUV,Unionist,2014 Votes
Mid and East Antrim,Braid,Y,Robin Cherry*,UUP,961,UUP,Unionist,2014 Votes
Mid and East Antrim,Braid,Y,Beth Adger*,DUP,891,DUP,Unionist,2014 Votes
Mid and East Antrim,Braid,Y,Paul Maguire* ‡,Sinn Féin,722,SF,Nationalist,2014 Votes
Mid and East Antrim,Braid,Y,Samuel Hanna*,DUP,800,DUP,Unionist,2014 Votes
Mid and East Antrim,Braid,,Brian Thompson,UUP,559,UUP,Unionist,2014 Votes
Mid and East Antrim,Braid,,Roy McPeake,TUV,597,TUV,Unionist,2014 Votes
Mid and East Antrim,Braid,,Catherine O'Hara,SDLP,524,SDLP,Nationalist,2014 Votes
Mid and East Antrim,Braid,,Chris Wales,DUP,569,DUP,Unionist,2014 Votes
Mid and East Antrim,Braid,,Danny Donnelly,Alliance,299,AP,Other,2014 Votes
Mid and East Antrim,Braid,,William Parkhill,PUP,183,PUP,Unionist,2014 Votes
Mid and East Antrim,Carrick Castle,Y,John Stewart,UUP,939,UUP,Unionist,2014 Votes
Mid and East Antrim,Carrick Castle,Y,Charles Brown*,Independent Unionist,882,Independent Unionist,Unionist,2014 Votes
Mid and East Antrim,Carrick Castle,Y,Noel Jordan,UKIP,749,UKIP,Unionist,2014 Votes
Mid and East Antrim,Carrick Castle,Y,Billy Ashe*,DUP,749,DUP,Unionist,2014 Votes
Mid and East Antrim,Carrick Castle,Y,Cheryl Johnston,DUP,439,DUP,Unionist,2014 Votes
Mid and East Antrim,Carrick Castle,,Gavin Norris*,Alliance,504,AP,Other,2014 Votes
Mid and East Antrim,Carrick Castle,,Fred Cobain*,DUP,398,DUP,Unionist,2014 Votes
Mid and East Antrim,Carrick Castle,,William Knox,TUV,338,TUV,Unionist,2014 Votes
Mid and East Antrim,Carrick Castle,,Elena Aceves-Cully,Alliance,342,AP,Other,2014 Votes
Mid and East Antrim,Carrick Castle,,Jonathan Cooke,PUP,248,PUP,Unionist,2014 Votes
Mid and East Antrim,Carrick Castle,,Nick Wady,Independent,131,Independent,Other,2014 Votes
Mid and East Antrim,Carrick Castle,,John Cameron,Independent,105,Independent,Other,2014 Votes
Mid and East Antrim,Coast Road,Y,Maureen Morrow*,UUP,946,UUP,Unionist,2014 Votes
Mid and East Antrim,Coast Road,Y,James McKeown*,Sinn Féin,756,SF,Nationalist,2014 Votes
Mid and East Antrim,Coast Road,Y,Geraldine Mulvenna*,Alliance,590,AP,Other,2014 Votes
Mid and East Antrim,Coast Road,Y,Gordon Lyons†,DUP,660,DUP,Unionist,2014 Votes
Mid and East Antrim,Coast Road,Y,Ruth Wilson,TUV,575,TUV,Unionist,2014 Votes
Mid and East Antrim,Coast Road,,Jonathan Hodge,PUP,464,PUP,Unionist,2014 Votes
Mid and East Antrim,Coast Road,,Drew Niblock*,DUP,484,DUP,Unionist,2014 Votes
Mid and East Antrim,Coast Road,,Martin Wilson*,SDLP,416,SDLP,Nationalist,2014 Votes
Mid and East Antrim,Coast Road,,Danny O'Connor,Independent,188,Independent,Other,2014 Votes
Mid and East Antrim,Coast Road,,Robert Bell,BNP,101,BNP,Unionist,2014 Votes
Mid and East Antrim,Coast Road,,John Anderson,Independent,133,Independent,Other,2014 Votes
Mid and East Antrim,Coast Road,,Steven Moore,BNP,73,BNP,Unionist,2014 Votes
Mid and East Antrim,Knockagh,Y,Andrew Wilson*,UUP,912,UUP,Unionist,2014 Votes
Mid and East Antrim,Knockagh,Y,May Beattie*,DUP,854,DUP,Unionist,2014 Votes
Mid and East Antrim,Knockagh,Y,Lynn McClurg*,DUP,360,DUP,Unionist,2014 Votes
Mid and East Antrim,Knockagh,Y,Paul Sinclair*,Alliance,479,AP,Other,2014 Votes
Mid and East Antrim,Knockagh,Y,Lindsay Millar,UUP,581,UUP,Unionist,2014 Votes
Mid and East Antrim,Knockagh,,Ken McFaul,TUV,557,TUV,Unionist,2014 Votes
Mid and East Antrim,Knockagh,,Robert Stewart,DUP,477,DUP,Unionist,2014 Votes
Mid and East Antrim,Knockagh,,Noel Williams,Alliance,417,AP,Other,2014 Votes
Mid and East Antrim,Knockagh,,Gareth Cole,PUP,301,PUP,Unionist,2014 Votes
Mid and East Antrim,Knockagh,,Robert Harrison-Rice,DUP,313,DUP,Unionist,2014 Votes
Mid and East Antrim,Knockagh,,Jim McCaw,PUP,156,PUP,Unionist,2014 Votes
Mid and East Antrim,Knockagh,,Gary Broad,Conservatives,107,Conservatives,Unionist,2014 Votes
Mid and East Antrim,Knockagh,,Barry Patterson,Independent,104,Independent,Other,2014 Votes
Mid and East Antrim,Larne Lough,Y,Gregg McKeen*,DUP,966,DUP,Unionist,2014 Votes
Mid and East Antrim,Larne Lough,Y,Mark McKinty*,UUP,927,UUP,Unionist,2014 Votes
Mid and East Antrim,Larne Lough,Y,Robert Logan,Alliance,583,AP,Other,2014 Votes
Mid and East Antrim,Larne Lough,Y,Andrew Wilson,UUP,836,UUP,Unionist,2014 Votes
Mid and East Antrim,Larne Lough,Y,Paul Reid,DUP,457,DUP,Unionist,2014 Votes
Mid and East Antrim,Larne Lough,,Kenneth Johnston,TUV,606,TUV,Unionist,2014 Votes
Mid and East Antrim,Larne Lough,,Jeremy Jones,NI21,572,NI21,Unionist,2014 Votes
Mid and East Antrim,Larne Lough,,Michael Lynch*,Alliance,303,AP,Other,2014 Votes
Mid and East Antrim,Larne Lough,,Matthew Scott,DUP,307,DUP,Unionist,2014 Votes
Mid and East Antrim,Larne Lough,,Seán Waide,Sinn Féin,128,SF,Nationalist,2014 Votes
Mid Ulster,Carntogher,Y,James Shiels,DUP,675,DUP,Unionist,2014 Votes
Mid Ulster,Carntogher,Y,Martin Kearney*,SDLP,1116,SDLP,Nationalist,2014 Votes
Mid Ulster,Carntogher,Y,Seán McPeake*,Sinn Féin,1246,SF,Nationalist,2014 Votes
Mid Ulster,Carntogher,Y,Kate McEldowney*,Sinn Féin,1200,SF,Nationalist,2014 Votes
Mid Ulster,Carntogher,Y,Brian McGuigan*,Sinn Féin,1073,SF,Nationalist,2014 Votes
Mid Ulster,Carntogher,,Gabhán McFalone*,Sinn Féin,1060,SF,Nationalist,2014 Votes
Mid Ulster,Carntogher,,Jackie Crawford*,UUP,651,UUP,Unionist,2014 Votes
Mid Ulster,Carntogher,,Noel Stewart,TUV,498,TUV,Unionist,2014 Votes
Mid Ulster,Clogher Valley,Y,Frances Burton*,DUP,1584,DUP,Unionist,2014 Votes
Mid Ulster,Clogher Valley,Y,Phelim Gildernew*,Sinn Féin,1528,SF,Nationalist,2014 Votes
Mid Ulster,Clogher Valley,Y,Seán McGuigan*,Sinn Féin,1290,SF,Nationalist,2014 Votes
Mid Ulster,Clogher Valley,Y,Sharon McAleer,SDLP,1151,SDLP,Nationalist,2014 Votes
Mid Ulster,Clogher Valley,Y,Robert Mulligan*,UUP,1116,UUP,Unionist,2014 Votes
Mid Ulster,Clogher Valley,Y,Wills Robinson*,DUP,837,DUP,Unionist,2014 Votes
Mid Ulster,Clogher Valley,,Neil Somerville*,UUP,1022,UUP,Unionist,2014 Votes
Mid Ulster,Cookstown,Y,Cathal Mallaghan*,Sinn Féin,1481,SF,Nationalist,2014 Votes
Mid Ulster,Cookstown,Y,Trevor Wilson*,UUP,1319,UUP,Unionist,2014 Votes
Mid Ulster,Cookstown,Y,John Fitzgerald McNamee*,Sinn Féin,1254,SF,Nationalist,2014 Votes
Mid Ulster,Cookstown,Y,Gavin Bell,Sinn Féin,996,SF,Nationalist,2014 Votes
Mid Ulster,Cookstown,Y,Tony Quinn* ‡,SDLP,803,SDLP,Nationalist,2014 Votes
Mid Ulster,Cookstown,Y,Wilbert Buchanan*,DUP,717,DUP,Unionist,2014 Votes
Mid Ulster,Cookstown,Y,Mark Glasgow*,UUP,817,UUP,Unionist,2014 Votes
Mid Ulster,Cookstown,,Walter Millar,TUV,636,TUV,Unionist,2014 Votes
Mid Ulster,Cookstown,,Maureen Lees*,DUP,415,DUP,Unionist,2014 Votes
Mid Ulster,Cookstown,,Maria Cleary-McGuffin,SDLP,276,SDLP,Nationalist,2014 Votes
Mid Ulster,Cookstown,,Alan Day,UKIP,195,UKIP,Unionist,2014 Votes
Mid Ulster,Cookstown,,Mickey McDonald,Alliance,117,AP,Other,2014 Votes
Mid Ulster,Dungannon,Y,Barry Monteith*,Independent Nationalist,1458,Independent Nationalist,Nationalist,2014 Votes
Mid Ulster,Dungannon,Y,Walter Cuddy*,UUP,1083,UUP,Unionist,2014 Votes
Mid Ulster,Dungannon,Y,Dominic Molloy*,Sinn Féin,1045,SF,Nationalist,2014 Votes
Mid Ulster,Dungannon,Y,Kim Ashton*,DUP,848,DUP,Unionist,2014 Votes
Mid Ulster,Dungannon,Y,Clement Cuthbertson*,DUP,693,DUP,Unionist,2014 Votes
Mid Ulster,Dungannon,Y,Denise Mullen,SDLP,677,SDLP,Nationalist,2014 Votes
Mid Ulster,Dungannon,,Dee Varsani*,Sinn Féin,457,SF,Nationalist,2014 Votes
Mid Ulster,Dungannon,,Kenny Loughrin,TUV,496,TUV,Unionist,2014 Votes
Mid Ulster,Dungannon,,Winston Duff,UUP,421,UUP,Unionist,2014 Votes
Mid Ulster,Dungannon,,Hannah Su,Alliance,233,AP,Other,2014 Votes
Mid Ulster,Magherafelt,Y,Paul McLean*,DUP,1106,DUP,Unionist,2014 Votes
Mid Ulster,Magherafelt,Y,George Shiels*,UUP,785,UUP,Unionist,2014 Votes
Mid Ulster,Magherafelt,Y,Seán Clarke*,Sinn Féin,1095,SF,Nationalist,2014 Votes
Mid Ulster,Magherafelt,Y,Christine McFlynn*,SDLP,719,SDLP,Nationalist,2014 Votes
Mid Ulster,Magherafelt,Y,Darren Totten*,Sinn Féin,975,SF,Nationalist,2014 Votes
Mid Ulster,Magherafelt,,Gareth Ferguson,TUV,750,TUV,Unionist,2014 Votes
Mid Ulster,Magherafelt,,Ross Mitchell,DUP,627,DUP,Unionist,2014 Votes
Mid Ulster,Magherafelt,,Ben Niblock,SDLP,362,SDLP,Nationalist,2014 Votes
Mid Ulster,Magherafelt,,Hugh McCloy,Independent,231,Independent,Other,2014 Votes
Mid Ulster,Magherafelt,,Michael Kelly,Independent,215,Independent,Other,2014 Votes
Mid Ulster,Magherafelt,,Robert Kelly*,Independent,118,Independent,Other,2014 Votes
Mid Ulster,Moyola,Y,Caoimhe O'Neill* †,Sinn Féin,1431,SF,Nationalist,2014 Votes
Mid Ulster,Moyola,Y,Anne Forde*,DUP,1370,DUP,Unionist,2014 Votes
Mid Ulster,Moyola,Y,Catherine Elattar*,Sinn Féin,1256,SF,Nationalist,2014 Votes
Mid Ulster,Moyola,Y,Derek McKinney,UUP,1255,UUP,Unionist,2014 Votes
Mid Ulster,Moyola,Y,Peter Bateson*,Sinn Féin,1089,SF,Nationalist,2014 Votes
Mid Ulster,Moyola,,Austin Kelly,SDLP,1004,SDLP,Nationalist,2014 Votes
Mid Ulster,Torrent,Y,Linda Dillon †,Sinn Féin,1218,SF,Nationalist,2014 Votes
Mid Ulster,Torrent,Y,Joe O'Neill*,Sinn Féin,1147,SF,Nationalist,2014 Votes
Mid Ulster,Torrent,Y,Malachy Quinn,SDLP,733,SDLP,Nationalist,2014 Votes
Mid Ulster,Torrent,Y,Ronan McGinley,Sinn Féin,906,SF,Nationalist,2014 Votes
Mid Ulster,Torrent,Y,Kenneth Reid*,UUP,1104,UUP,Unionist,2014 Votes
Mid Ulster,Torrent,Y,Mickey Gillespie*,Sinn Féin,840,SF,Nationalist,2014 Votes
Mid Ulster,Torrent,,Keith Buchanan,DUP,851,DUP,Unionist,2014 Votes
Mid Ulster,Torrent,,Deirdre Mayo*,SDLP,759,SDLP,Nationalist,2014 Votes
Mid Ulster,Torrent,,Feargal O'Donnell,Independent,667,Independent,Other,2014 Votes
"Newry, Mourne and Down",Crotlieve,Y,Declan McAteer*,SDLP,1389,SDLP,Nationalist,2014 Votes
"Newry, Mourne and Down",Crotlieve,Y,Michael Carr*,SDLP,1008,SDLP,Nationalist,2014 Votes
"Newry, Mourne and Down",Crotlieve,Y,Sinead Ennis* †,Sinn Féin,1328,SF,Nationalist,2014 Votes
"Newry, Mourne and Down",Crotlieve,Y,Mickey Ruane*,Sinn Féin,1195,SF,Nationalist,2014 Votes
"Newry, Mourne and Down",Crotlieve,Y,Gillian Fitzpatrick*,SDLP,1097,SDLP,Nationalist,2014 Votes
"Newry, Mourne and Down",Crotlieve,Y,Jarlath John Tinnelly,Independent,740,Independent,Other,2014 Votes
"Newry, Mourne and Down",Crotlieve,,William Mitchell,UUP,933,UUP,Unionist,2014 Votes
"Newry, Mourne and Down",Crotlieve,,Mark Gibbons,Sinn Féin,858,SF,Nationalist,2014 Votes
"Newry, Mourne and Down",Crotlieve,,Connaire McGreevy*,SDLP,757,SDLP,Nationalist,2014 Votes
"Newry, Mourne and Down",Crotlieve,,Finbarr Lambe,Independent,258,Independent,Other,2014 Votes
"Newry, Mourne and Down",Crotlieve,,Wilma McCullough,DUP,226,DUP,Unionist,2014 Votes
"Newry, Mourne and Down",Downpatrick,Y,Colin McGrath* †,SDLP,1279,SDLP,Nationalist,2014 Votes
"Newry, Mourne and Down",Downpatrick,Y,Dermot Curran*,SDLP,1076,SDLP,Nationalist,2014 Votes
"Newry, Mourne and Down",Downpatrick,Y,Gareth Sharvin*,SDLP,961,SDLP,Nationalist,2014 Votes
"Newry, Mourne and Down",Downpatrick,Y,Cadogan Enright*,Independent,839,Independent,Other,2014 Votes
"Newry, Mourne and Down",Downpatrick,Y,Naomi Bailie,Sinn Féin,1031,SF,Nationalist,2014 Votes
"Newry, Mourne and Down",Downpatrick,,Eamonn McConvey*,Sinn Féin,811,SF,Nationalist,2014 Votes
"Newry, Mourne and Down",Downpatrick,,Graham Furey,UUP,373,UUP,Unionist,2014 Votes
"Newry, Mourne and Down",Downpatrick,,Yvonne Moore,DUP,144,DUP,Unionist,2014 Votes
"Newry, Mourne and Down",Newry,Y,Charlie Casey*,Sinn Féin,1693,SF,Nationalist,2014 Votes
"Newry, Mourne and Down",Newry,Y,Liz Kimmins*,Sinn Féin,1567,SF,Nationalist,2014 Votes
"Newry, Mourne and Down",Newry,Y,Valerie Harte*,Sinn Féin,1300,SF,Nationalist,2014 Votes
